Symbol,longName,sector,industry,industryKey,marketCap,priceToSalesTrailing12Months,currentRatio,quickRatio,revenueGrowth,grossMargins,trailingPE,forwardPE,PS_adj,pegRatio,dividendYield,earningsGrowth,profitMargins,shortPercentOfFloat,roe,score
NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,biotechnology,2266500352,13.34,8.373,7.984,555.6,88.18,0.0,-107.58,-7.19,0,0.0,0.0,-88.18,26.47,-66.93,12
NWPX,"NWPX Infrastructure, Inc.",Basic Materials,Steel,steel,1156416128,2.01,2.711,1.902,19.7,20.880000000000003,24.24,22.92,1.28,0,0.0,78.0,8.49,7.9,8.97,12
BORR,Borr Drilling Limited,Energy,Oil & Gas Drilling,oil-gas-drilling,1200235776,1.14,1.628,1.512,14.000000000000002,50.46000000000001,25.92,19.28,0.49,0,3.92,0.0,3.1300000000000003,11.99,3.68,12
CARE,"Carter Bankshares, Inc.",Financial Services,Banks - Regional,banks-regional,733126016,2.56,0.0,0.0,68.30000000000001,0.0,5.7,12.85,0.81,0,1.18,253.9,44.92,8.61,7.47,12
PCB,PCB Bancorp,Financial Services,Banks - Regional,banks-regional,390698112,3.3,0.0,0.0,8.3,0.0,9.59,9.26,3.03,0,3.14,17.7,35.31,1.9,11.67,12
PDO,Pimco Dynamic Income Opportunities Fund,Financial Services,Asset Management,asset-management,1862286336,0.0,0.0,0.0,0.0,0.0,7.26,0.0,0.0,0,11.74,0.0,0.0,0.0,,12
BSTZ,BlackRock Science and Technology Term Trust,Financial Services,Asset Management,asset-management,2036208640,0.0,0.0,0.0,0.0,0.0,6.37,0.0,0.0,0,6.6,0.0,0.0,0.06,18.31,12
BTGO,unknown,Financial Services,Capital Markets,capital-markets,577477824,0.03,1.077,0.037,112.6,1.1199999999999999,0.0,16.18,-0.0,0,0.0,0.0,-0.27,3.9699999999999998,-15.71,12
BTZ,unknown,Financial Services,Asset Management,asset-management,0,0.0,0.067,0.055,-3.6999999999999997,100.0,9.29,0.0,0.0,0,9.92,-1.9,-55.95,0.16,9.65,12
BVC,BitVentures Limited,Technology,Software - Application,software-application,1867319936,5745.6,610.625,609.667,0.0,91.69,7.56,0.0,0.0,0,0.0,0.0,521.23,0.03,,12
NXP,unknown,Financial Services,Asset Management,asset-management,0,0.0,1.044,1.044,16.0,100.0,24.97,0.0,0.0,0,4.52,0.0,78.56,0.09,3.29,12
OABI,"OmniAb, Inc.",Healthcare,Biotechnology,biotechnology,398834048,13.78,4.801,4.549,247.29999999999998,98.91,0.0,-8.53,-0.22,0,0.0,0.0,-187.59,4.45,-24.26,12
NEXN,Nexxen International Ltd.,Communication Services,Advertising Agencies,advertising-agencies,604013248,1.62,1.246,1.246,10.9,83.87,36.13,8.71,0.23,0,0.0,0.0,4.8500000000000005,5.319999999999999,5.28,12
NGL,unknown,Energy,Oil & Gas Midstream,oil-gas-midstream,0,0.0,1.144,0.999,59.099999999999994,29.520000000000003,0.0,0.0,0.0,0,0.0,1134.7,-3.7600000000000002,3.93,519.1,12
NGS,unknown,Energy,Oil & Gas Equipment & Services,oil-gas-equipment-services,0,0.0,2.703,1.155,17.1,58.79,21.54,14.94,0.0,0,0.99,39.5,12.17,3.39,7.25,12
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,Grocery Stores,grocery-stores,653897472,0.49,1.05,0.208,0.5,33.64,13.64,12.29,0.32,0,1.88,3.5999999999999996,3.5999999999999996,7.04,21.87,12
NIE,Virtus Equity & Convertible Income Fund,Financial Services,Asset Management,asset-management,732899328,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0,8.85,0.0,0.0,0.11,14.67,12
NPB,"Northpointe Bancshares, Inc.",Financial Services,Banks - Regional,banks-regional,587199616,2.3,0.0,0.0,9.8,0.0,7.32,6.19,2.08,0,0.58,17.599999999999998,35.160000000000004,1.5699999999999998,14.66,12
NPK,"National Presto Industries, Inc.",Industrials,Aerospace & Defense,aerospace-defense,982822784,1.9,5.877,0.876,14.499999999999998,15.370000000000001,30.55,157.64,1.37,0,0.73,-13.200000000000001,6.1899999999999995,11.07,8.37,12
NPKI,NPK International Inc.,Industrials,Building Products & Equipment,building-products-equipment,1146283648,3.81,1.614,1.303,19.6,35.809999999999995,29.35,21.54,1.97,0,0.0,41.5,14.2,3.0,11.09,12
CCNEP,CNB Financial Corporation,Financial Services,Banks - Regional,banks-regional,0,0.0,0.0,0.0,51.0,0.0,7.81,0.0,0.0,0,7.08,49.2,29.160000000000004,0.0,8.12,12
CCU,unknown,Consumer Defensive,Beverages - Brewers,beverages-brewers,0,0.0,1.843,1.114,4.8,44.67,19.58,13.36,0.0,0,2.92,0.0,3.53,3.5000000000000004,7.96,12
CD,Chaince Digital Holdings Inc.,Financial Services,Capital Markets,capital-markets,226414816,96.37,24.396,20.308,1924.8999999999999,62.19,0.0,0.0,-664.99,0,0.0,0.0,-219.14,7.13,-11.58,12
CMCO,Columbus McKinnon Corporation,Industrials,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,597489856,0.4,1.998,0.882,125.29999999999998,35.14,0.0,7.89,-0.07,0,1.35,0.0,-21.25,28.09,-34.84,12
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors,semiconductors,401375808,6.42,4.736,3.752,41.9,52.28,0.0,33.64,1.78,0,0.0,0.0,-4.22,16.53,-0.85,12
MTA,Metalla Royalty & Streaming Ltd.,Basic Materials,Other Precious Metals & Mining,other-precious-metals-mining,816218944,62.39,3.449,3.167,78.0,100.0,0.0,58.2,0.0,0,0.0,0.0,-25.979999999999997,0.0,-1.68,12
NATH,"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants,restaurants,402923008,2.49,2.493,2.341,13.900000000000002,30.19,20.27,0.0,1.49,0,2.03,-34.1,12.35,5.390000000000001,-140.76,12
NATR,"Nature's Sunshine Products, Inc.",Consumer Defensive,Packaged Foods,packaged-foods,290238304,0.59,2.502,1.403,8.5,72.71,15.0,12.7,0.15,0,0.0,16.0,4.06,3.95,12.08,12
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Drilling,oil-gas-drilling,1227367680,0.38,1.889,1.504,-2.1999999999999997,38.42,5.6,18.73,0.39,0,0.0,0.0,7.6899999999999995,7.3,48.52,12
NC,"NACCO Industries, Inc.",Energy,Thermal Coal,thermal-coal,317648192,1.14,3.296,1.567,6.0,18.490000000000002,18.4,0.0,0.87,0,2.45,0.0,6.21,1.4000000000000001,4.09,12
RCAT,"Red Cat Holdings, Inc.",Industrials,Aerospace & Defense,aerospace-defense,1362881792,24.97,10.988,7.468,849.0999999999999,7.489999999999999,0.0,-24.87,-173.07,0,0.0,0.0,-138.35999999999999,23.580000000000002,-29.32,12
BKSY,BlackSky Technology Inc.,Industrials,Specialty Business Services,specialty-business-services,1191637760,10.94,5.835,5.428,50.1,69.85,0.0,-77.31,1.65,0,0.0,0.0,-61.24000000000001,19.63,-74.06,12
PFBC,Preferred Bank,Financial Services,Banks - Regional,banks-regional,1245772928,4.35,0.0,0.0,4.7,0.0,9.82,9.58,4.14,0,3.03,8.200000000000001,47.25,11.3,16.93,12
PFLT,PennantPark Floating Rate Capital Ltd.,Financial Services,Asset Management,asset-management,745225664,2.78,4.189,4.137,6.5,100.0,11.92,6.87,0.0,0,16.06,2030.2,23.080000000000002,4.34,6.18,12
PGEN,"Precigen, Inc.",Healthcare,Biotechnology,biotechnology,2525938432,29.47,4.578,3.756,6322.7,53.010000000000005,0.0,-32.07,-861.74,0,0.0,0.0,-183.98000000000002,21.18,-1198.61,12
PHAT,"Phathom Pharmaceuticals, Inc.",Healthcare,Biotechnology,biotechnology,678758912,2.83,1.924,1.82,88.0,82.92,0.0,7.35,0.06,0,0.0,0.0,-41.339999999999996,15.939999999999998,50.49,12
PINE,"Alpine Income Property Trust, Inc.",Real Estate,REIT - Retail,reit-retail,376891328,5.39,67.731,2.667,34.599999999999994,86.4,95.24,35.92,0.48,0,6.04,0.0,9.36,2.48,-0.95,12
PKBK,"Parke Bancorp, Inc.",Financial Services,Banks - Regional,banks-regional,403124416,4.54,0.0,0.0,31.1,0.0,8.93,0.0,3.13,0,2.34,48.8,51.559999999999995,1.51,11.65,12
PLOW,"Douglas Dynamics, Inc.",Consumer Cyclical,Auto Parts,auto-parts,1027390080,1.47,2.162,1.004,10.5,27.3,20.24,13.97,0.96,0,2.63,-1.7999999999999998,7.5200000000000005,3.1199999999999997,16.66,12
PLPC,Preformed Line Products Company,Industrials,Electrical Equipment & Parts,electrical-equipment-parts,2296662784,3.1,2.992,1.713,25.4,31.44,52.9,0.0,1.59,0,0.18,75.4,5.82,11.58,7.42,12
PMO,unknown,Financial Services,Asset Management,asset-management,0,0.0,2.32,2.296,2.1999999999999997,100.0,12.25,0.0,0.0,0,4.95,0.0,135.15,0.19,9.51,12
PMT,unknown,Real Estate,REIT - Mortgage,reit-mortgage,0,0.0,2.015,1.515,-50.5,80.47999999999999,6.71,6.77,0.0,0,17.13,0.0,27.61,10.6,9.5,12
NECB,"Northeast Community Bancorp, Inc.",Financial Services,Banks - Regional,banks-regional,368950592,3.58,0.0,0.0,-5.800000000000001,0.0,8.61,7.5,3.79,0,3.71,-12.2,41.15,0.97,12.63,12
COFS,"ChoiceOne Financial Services, Inc.",Financial Services,Banks - Regional,banks-regional,512053664,3.01,0.0,0.0,-1.9,0.0,9.06,9.16,3.07,0,3.39,-7.8,32.2,2.08,6.05,12
MGRT,Mega Fortune Company Limited,Technology,Information Technology Services,information-technology-services,1304875008,117.71,4.883,2.786,308.8,50.68,558.24,0.0,-121.23,0,0.0,144.3,16.13,1.5,11.49,12
MHD,unknown,Financial Services,Asset Management,asset-management,0,0.0,0.049,0.048,11.200000000000001,100.0,37.52,0.0,0.0,0,6.16,0.0,29.849999999999998,0.36,,12
MLKN,"MillerKnoll, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",furnishings-fixtures-appliances,1664250752,0.43,1.577,0.754,4.3999999999999995,38.79,18.51,10.28,0.25,0,3.17,0.0,2.3800000000000003,7.960000000000001,,12
MNKD,MannKind Corporation,Healthcare,Biotechnology,biotechnology,1298324480,3.3,1.719,1.08,42.9,75.39,0.0,25.41,0.46,0,0.0,0.0,-11.08,9.25,-11.49,12
BRUNW,"Boost Run, Inc.",,,,0,0.0,0.299,0.243,164.6,85.86,0.0,0.0,0.0,0,0.0,0.0,-60.57,0.0,0.0,12
BST,unknown,Financial Services,Asset Management,asset-management,0,0.0,0.0,0.0,0.0,0.0,6.76,0.0,0.0,0,6.21,0.0,0.0,0.06,16.95,12
PRE,Prenetics Global Limited,Consumer Defensive,Packaged Foods,packaged-foods,314167232,2.62,5.152,4.599,107.69999999999999,55.36,0.0,-19.45,-0.09,0,0.0,0.0,-41.99,4.58,-24.1,12
PRSU,"Pursuit Attractions and Hospitality, Inc.",Consumer Cyclical,Travel Services,travel-services,1292860288,2.68,1.606,0.408,14.299999999999999,92.54,31.82,25.05,0.17,0,0.0,169.6,7.95,5.87,3.9,12
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",Financial Services,Asset Management,asset-management,235872752,0.0,0.0,0.0,0.0,0.0,9.38,0.0,0.0,0,7.73,0.0,0.0,0.26,9.45,12
PSIX,"Power Solutions International, Inc.",Industrials,Specialty Industrial Machinery,specialty-industrial-machinery,921556992,1.29,3.419,1.688,-5.1,24.32,9.02,12.04,1.35,0,0.0,-61.8,14.280000000000001,14.17,63.82,12
PSTL,"Postal Realty Trust, Inc.",Real Estate,REIT - Office,reit-office,869883840,8.24,2.097,2.009,22.400000000000002,78.36,42.72,39.25,1.38,0,4.3,21.099999999999998,16.42,4.390000000000001,4.96,12
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund,Financial Services,Asset Management,asset-management,1050195648,0.0,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0,8.48,0.0,0.0,0.02,7.65,12
QUAD,"Quad/Graphics, Inc.",Industrials,Specialty Business Services,specialty-business-services,515079648,0.22,0.874,0.534,1.0,21.64,15.14,6.84,0.17,0,4.0,0.0,1.31,4.74,21.0,12
MOBI,"Mobia Medical, Inc.",Healthcare,Medical Devices,medical-devices,410625248,10.68,6.06,5.119,113.3,81.32000000000001,0.0,-5.69,-0.27,0,0.0,0.0,-139.35,2.17,30.84,12
MOMO,Hello Group Inc.,Communication Services,Internet Content & Information,internet-content-information,864322304,0.08,4.35,3.966,-5.4,38.03,8.86,5.46,0.09,0,0.0,-12.5,7.199999999999999,2.4699999999999998,7.39,12
CIX,unknown,Industrials,Security & Protection Services,security-protection-services,367200576,2.27,6.687,4.55,8.0,32.08,16.72,0.0,1.42,0,4.0,33.1,13.600000000000001,2.35,14.05,12
CRMLW,Critical Metals Corp.,,,,0,0.0,0.747,0.747,57.8,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,12
CRTO,Criteo S.A.,Communication Services,Advertising Agencies,advertising-agencies,923996864,0.5,1.288,1.195,-11.3,53.6,8.63,4.66,0.55,0,0.0,-43.6,5.6000000000000005,0.0,12.58,12
LOCO,"El Pollo Loco Holdings, Inc.",Consumer Cyclical,Restaurants,restaurants,475407200,0.96,0.342,0.233,5.8999999999999995,22.91,15.93,14.04,0.69,0,0.0,43.3,5.87,6.67,9.1,12
LPTH,"LightPath Technologies, Inc.",Technology,Electronic Components,electronic-components,785577152,12.52,3.855,3.067,108.89999999999999,32.1,0.0,96.24,-0.76,0,0.0,0.0,-37.38,15.35,-95.07,12
LYTS,LSI Industries Inc.,Technology,Electronic Components,electronic-components,924785472,1.52,1.483,0.79,13.600000000000001,25.679999999999996,34.04,18.06,0.97,0,0.8,-53.6,3.92,6.13,10.57,12
LZM,Lifezone Metals Limited,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,360557408,341.1,0.465,0.368,705.1,49.519999999999996,0.0,-10.28,-1041.91,0,0.0,0.0,0.0,0.1,-18.46,12
BBW,unknown,Consumer Cyclical,Specialty Retail,specialty-retail,0,0.0,1.53,0.595,-2.4,57.440000000000005,8.45,8.38,0.0,0,2.65,23.9,10.48,26.44,33.67,12
BCAT,BlackRock Capital Allocation Term Trust,Financial Services,Asset Management,asset-management,1679023744,0.0,0.0,0.0,0.0,0.0,7.56,0.0,0.0,0,19.12,0.0,0.0,0.0,13.92,12
BKTI,BK Technologies Corporation,Technology,Communication Equipment,communication-equipment,290250208,3.28,4.124,2.727,11.799999999999999,49.91,21.65,18.37,1.45,0,0.0,25.5,16.03,4.84,30.28,12
BLKB,"Blackbaud, Inc.",Technology,Software - Application,software-application,2078866304,1.81,0.828,0.126,3.0,59.62,14.31,7.77,0.71,0,0.0,43.6,13.120000000000001,16.520000000000003,135.17,12
REX,REX American Resources Corporation,Basic Materials,Chemicals,chemicals,1440860416,2.2,6.76,6.073,3.5999999999999996,16.520000000000003,15.62,19.27,1.77,0,0.0,117.5,14.13,2.94,13.58,12
CMRE,Costamare Inc.,Industrials,Marine Shipping,marine-shipping,1770024320,2.06,1.609,1.251,-4.0,69.82000000000001,5.53,5.27,2.15,0,3.35,-7.7,39.519999999999996,4.9399999999999995,17.48,12
CNOBP,"ConnectOne Bancorp, Inc.",Financial Services,Banks - Regional,banks-regional,0,0.0,0.0,0.0,134.20000000000002,0.0,8.05,0.0,0.0,0,5.19,0.0,36.09,0.0,5.5,12
CNXN,"PC Connection, Inc.",Technology,Electronics & Computer Distribution,electronics-computer-distribution,2139686144,0.72,2.88,2.376,12.4,18.89,22.43,18.99,0.51,0,0.92,35.099999999999994,3.2099999999999995,3.91,9.2,12
CSV,unknown,Consumer Cyclical,Personal Services,personal-services,0,0.0,1.455,0.994,0.8,38.32,13.04,9.67,0.0,0,1.22,4.1000000000000005,10.69,3.39,20.22,12
LEG,unknown,Consumer Cyclical,"Furnishings, Fixtures & Appliances",furnishings-fixtures-appliances,0,0.0,2.35,1.43,-5.5,18.98,6.21,9.57,0.0,0,2.08,-12.9,5.64,19.13,23.03,12
LIFE,Ethos Technologies Inc.,Financial Services,Insurance Brokers,insurance-brokers,2929781504,4.97,1.517,1.288,113.39999999999999,98.13,0.0,11.62,-0.01,0,0.0,-3.2,-18.15,8.219999999999999,-295.04,12
LINC,Lincoln Educational Services Corporation,Consumer Defensive,Education & Training Services,education-training-services,1349399808,2.48,0.828,0.726,22.5,60.28,59.08,39.32,0.76,0,0.0,133.20000000000002,4.109999999999999,11.23,10.01,12
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,education-training-services,1645130240,1.86,1.59,1.485,59.599999999999994,55.900000000000006,0.0,6.95,0.33,0,0.0,0.0,-15.39,8.219999999999999,-8.02,12
CRAI,"CRA International, Inc.",Industrials,Consulting Services,consulting-services,1128591872,1.42,0.816,0.706,12.8,28.999999999999996,23.22,18.12,0.88,0,1.3,17.299999999999997,6.2,4.72,25.65,12
SENS,"Senseonics Holdings, Inc.",Healthcare,Medical Devices,medical-devices,337753152,8.3,3.505,3.015,87.2,52.07000000000001,0.0,-2.92,0.51,0,0.0,0.0,-214.16,12.620000000000001,-113.21,12
SEPN,"Septerna, Inc.",Healthcare,Biotechnology,biotechnology,1720532992,23.81,4.709,4.627,12011.0,100.0,0.0,-14.35,-0.0,0,0.0,0.0,-49.88,14.680000000000001,-12.8,12
AVX,unknown,Technology,Software - Infrastructure,software-infrastructure,0,0.0,2.718,1.221,819.8000000000001,38.019999999999996,0.0,0.0,0.0,0,0.0,0.0,0.0,0.09,-17.75,12
RMT,"Royce Micro-Cap Trust, Inc.",Financial Services,Asset Management,asset-management,758860160,154.1,0.535,0.086,-19.400000000000002,100.0,8.55,0.0,183.99,0,5.84,102.0,1782.03,0.04,13.91,12
ROOT,"Root, Inc.",Financial Services,Insurance - Property & Casualty,insurance-property-casualty,810994304,0.52,1.98,1.638,1.6,39.31,14.62,18.56,0.31,0,0.0,15.5,3.71,15.329999999999998,14.18,12
RVLV,"Revolve Group, Inc.",Consumer Cyclical,Internet Retail,internet-retail,1744080896,1.33,2.483,1.23,12.4,54.32,24.05,21.52,0.53,0,0.0,82.5,5.54,13.51,12.04,12
RYZ,Ryerson Holding Corporation,Industrials,Metal Fabrication,metal-fabrication,1443820544,0.25,2.206,0.96,71.6,17.34,0.0,11.76,0.06,0,2.79,406.20000000000005,-0.5599999999999999,3.5000000000000004,-7.49,12
RZLV,Rezolve AI PLC,Technology,Software - Infrastructure,software-infrastructure,1070852032,22.88,0.668,0.595,4888.4,65.98,0.0,0.0,-372.76,0,0.0,0.0,-216.69,13.76,-41.09,12
RZLVW,Rezolve AI PLC,,,,0,0.0,0.668,0.595,4888.4,65.98,0.0,0.0,0.0,0,0.0,0.0,-216.69,0.0,-41.09,12
BDJ,BlackRock Enhanced Equity Dividend Trust,Financial Services,Asset Management,asset-management,1726980224,39.05,0.077,0.074,-4.0,100.0,6.22,0.0,40.61,0,7.6,237.4,627.33,0.13999999999999999,16.1,12
BETR,Better Home & Finance Holding Company,Financial Services,Mortgage Finance,mortgage-finance,297105376,1.64,0.522,0.49,51.6,100.0,0.0,10.05,0.0,0,0.0,0.0,-102.53000000000002,22.73,-446.1,12
SATL,Satellogic Inc.,Industrials,Aerospace & Defense,aerospace-defense,816825024,39.99,2.445,2.23,80.30000000000001,75.08,0.0,-95.0,1.96,0,0.0,0.0,0.0,17.14,-7.9,12
SBET,"Sharplink, Inc.",Financial Services,Capital Markets,capital-markets,1322509696,33.59,3.315,3.189,1525.1,95.62,0.0,3.16,-20.96,0,0.0,0.0,0.0,18.62,-30.37,12
SBGI,"Sinclair, Inc.",Communication Services,Broadcasting,broadcasting,1051452544,0.33,2.423,2.195,4.0,44.62,18.44,-8.39,0.17,0,7.14,0.0,2.0,31.0,-25.28,12
SCSC,"ScanSource, Inc.",Technology,Electronics & Computer Distribution,electronics-computer-distribution,1137563904,0.37,1.862,1.016,8.799999999999999,13.69,17.01,12.68,0.29,0,0.0,5.4,2.3800000000000003,7.3999999999999995,7.89,12
CRML,Critical Metals Corp.,Basic Materials,Other Industrial Metals & Mining,other-industrial-metals-mining,1060536768,1379.88,0.747,0.747,57.8,100.0,0.0,-38.0,0.0,0,0.0,0.0,0.0,23.68,,12
CZFS,"Citizens Financial Services, Inc.",Financial Services,Banks - Regional,banks-regional,391522208,3.37,0.0,0.0,10.0,0.0,9.52,9.24,3.03,0,2.48,20.5,35.35,1.13,10.82,12
JBI,"Janus International Group, Inc.",Industrials,Building Products & Equipment,building-products-equipment,761751936,0.85,2.647,1.921,5.800000000000001,37.519999999999996,18.62,7.95,0.5,0,0.0,-98.1,4.82,4.16,9.4,12
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Defensive,Packaged Foods,packaged-foods,976664000,0.84,2.299,0.565,8.0,18.54,14.63,17.55,0.63,0,1.14,-16.900000000000002,5.76,5.26,16.34,12
KOS,unknown,Energy,Oil & Gas E&P,oil-gas-e-p,1524448384,0.96,0.593,0.325,54.6,61.6,0.0,7.64,0.17,0,0.0,0.0,-34.22,5.1,-132.39,12
KRT,Karat Packaging Inc.,Consumer Cyclical,Packaging & Containers,packaging-containers,926916096,1.93,2.289,1.09,12.9,35.94,29.39,19.93,1.08,0,4.26,5.6000000000000005,6.61,3.39,20.62,12
AXG,Solowin Holdings,Financial Services,Capital Markets,capital-markets,504702656,18.29,1.546,1.438,1078.4,98.18,0.0,0.0,-3.25,0,0.0,0.0,-47.74,0.27999999999999997,-180.47,12
SHAZ,SharonAI Holdings Inc.,Technology,Information Technology Services,information-technology-services,1806875904,584.76,1.629,1.588,412.3,33.92,0.0,-13.97,-1206.7,0,0.0,0.0,0.0,10.03,394.69,12
SLN,Silence Therapeutics plc,Healthcare,Biotechnology,biotechnology,555479040,662.07,9.833,8.824,197.2,79.5,0.0,-30.15,-131.93,0,0.0,0.0,0.0,4.41,-142.23,12
SLNHP,"Soluna Holdings, Inc.",Financial Services,Capital Markets,capital-markets,0,0.0,1.748,1.426,58.3,65.64999999999999,0.0,0.0,0.0,0,0.0,0.0,-190.87,0.0,-97.54,12
SLRC,SLR Investment Corp.,Financial Services,Asset Management,asset-management,717393408,3.42,1.092,1.089,-9.4,100.0,8.02,9.9,3.75,0,11.13,-66.2,35.199999999999996,2.54,9.29,12
SMP,unknown,Consumer Cyclical,Auto Parts,auto-parts,905340352,0.49,2.003,0.766,1.6,31.990000000000002,10.31,8.36,0.33,0,3.36,18.4,2.78,5.050000000000001,6.05,12
KSS,unknown,Consumer Cyclical,Department Stores,department-stores,0,0.0,1.482,0.174,-2.0,40.52,7.98,12.82,0.0,0,2.71,0.0,1.77,31.66,6.72,12
LAES,SEALSQ Corp,Technology,Semiconductors,semiconductors,565845952,31.0,15.918,15.641,118.19999999999999,50.06,0.0,-12.1,-2.82,0,0.0,0.0,-187.34,6.890000000000001,-7.41,12
IAUX,i-80 Gold Corp.,Basic Materials,Gold,gold,1370661376,10.26,9.46,8.947,272.90000000000003,8.91,0.0,0.0,-16.17,0,0.0,0.0,-176.91,9.76,-57.34,12
IGIC,International General Insurance Holdings Ltd.,Financial Services,Insurance - Diversified,insurance-diversified,1128416896,2.15,0.698,0.428,8.0,43.37,10.62,8.6,1.12,0,1.11,-36.199999999999996,20.65,1.7500000000000002,17.9,12
IIIN,Insteel Industries Inc.,Industrials,Metal Fabrication,metal-fabrication,630885312,0.89,3.57,1.332,9.9,11.77,17.43,13.47,0.71,0,0.37,-40.9,5.140000000000001,5.8999999999999995,11.04,12
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,REIT - Industrial,reit-industrial,1709276672,6.48,4.321,3.166,0.7000000000000001,88.36,13.34,12.31,0.75,0,13.02,58.099999999999994,52.27,20.04,6.57,12
IMKTA,"Ingles Markets, Incorporated",Consumer Defensive,Grocery Stores,grocery-stores,1632946560,0.3,3.21,1.694,3.4000000000000004,24.41,15.72,18.29,0.22,0,0.76,0.0,1.92,9.9,5.17,12
IMPPP,Imperial Petroleum Inc.,Energy,Oil & Gas Midstream,oil-gas-midstream,0,0.0,5.775,5.492,92.30000000000001,49.26,0.0,0.0,0.0,0,8.51,90.0,34.99,0.0,0.0,12
IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,Biotechnology,biotechnology,2672316928,8.22,0.0,0.0,65.7,48.4,0.0,-22.27,1.46,0,0.0,0.0,-89.09,23.95,-55.97,12
ARHS,"Arhaus, Inc.",Consumer Cyclical,Specialty Retail,specialty-retail,1322691968,0.94,1.327,0.468,7.3999999999999995,39.69,18.69,16.51,0.52,0,0.0,12.4,4.91,8.649999999999999,16.08,12
ARLO,"Arlo Technologies, Inc.",Industrials,Building Products & Equipment,building-products-equipment,1678021632,2.99,1.517,1.209,26.3,45.09,55.18,15.7,1.21,0,0.0,0.0,5.46,13.77,11.68,12
SOUNW,"SoundHound AI, Inc.",,,,0,0.0,3.909,3.734,45.0,42.29,0.0,0.0,0.0,0,0.0,0.0,-67.45,0.0,-3.02,12
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products,household-personal-products,2057071104,0.73,2.295,1.342,4.9,36.63,17.47,16.45,0.44,0,2.13,2634.3,4.47,18.33,5.23,12
SPH,"Suburban Propane Partners, L.P.",Utilities,Utilities - Regulated Gas,utilities-regulated-gas,1186930432,0.85,1.08,0.615,-6.2,27.450000000000003,9.27,9.08,0.9,0,7.28,-1.9,9.569999999999999,0.47000000000000003,17.8,12
SPIR,"Spire Global, Inc.",Industrials,Specialty Business Services,specialty-business-services,552773824,8.7,0.94,0.902,-33.7,42.29,8.98,-57.12,11.64,0,0.0,0.0,77.12,11.81,45.43,12
SPRY,"ARS Pharmaceuticals, Inc.",Healthcare,Biotechnology,biotechnology,598302144,6.04,4.943,4.645,184.5,59.41,0.0,-6.39,-2.07,0,0.0,0.0,-200.0,32.940000000000005,-149.92,12
SRTA,"Strata Critical Medical, Inc.",Healthcare,Medical Care Facilities,medical-care-facilities,520096384,2.03,2.643,1.445,60.699999999999996,21.25,0.0,0.0,0.63,0,0.0,0.0,15.709999999999999,6.38,14.82,12
ARTNA,Artesian Resources Corporation,Utilities,Utilities - Regulated Water,utilities-regulated-water,355058432,3.09,1.012,0.582,7.3,49.45,15.28,16.45,1.45,0,3.66,8.0,20.31,1.05,9.13,12
HMN,Horace Mann Educators Corporation,Financial Services,Insurance - Property & Casualty,insurance-property-casualty,2112339200,1.21,3.384,0.504,7.7,39.489999999999995,13.14,9.99,0.68,0,2.66,45.1,10.15,3.62,10.93,12
HQH,unknown,Financial Services,Asset Management,asset-management,0,0.0,1.025,0.943,-42.1,100.0,5.09,0.0,0.0,0,10.16,0.0,4561.32,0.0,9.02,12
HRZN,Horizon Technology Finance Corporation,Financial Services,Asset Management,asset-management,313383520,3.26,7.453,7.232,2.1,100.0,11.99,6.14,0.0,0,15.69,0.0,5.27,4.82,-0.84,12
HSTM,"HealthStream, Inc.",Healthcare,Health Information Services,health-information-services,838569344,2.61,1.062,0.844,12.5,65.08,39.87,33.18,0.8,0,0.48,28.4,6.6000000000000005,5.8999999999999995,5.18,12
HURN,Huron Consulting Group Inc.,Industrials,Consulting Services,consulting-services,2448082688,1.38,1.709,1.579,15.7,32.65,23.14,14.53,0.78,0,0.0,75.2,6.510000000000001,4.31,19.87,12
HYLN,Hyliion Holdings Corp.,Consumer Cyclical,Auto Parts,auto-parts,699042752,120.15,10.087,9.351,479.1,6.32,0.0,-12.85,-426.69,0,0.0,0.0,0.0,10.79,-29.78,12
TLS,Telos Corporation,Technology,Software - Infrastructure,software-infrastructure,351650112,1.93,2.586,1.802,55.900000000000006,41.760000000000005,0.0,20.09,0.5,0,0.0,0.0,-14.249999999999998,4.130000000000001,-38.09,12
