Symbol,longName,sector,industry,industryKey,marketCap,priceToSalesTrailing12Months,currentRatio,quickRatio,revenueGrowth,grossMargins,trailingPE,forwardPE,PS_adj,pegRatio,dividendYield,earningsGrowth,profitMargins,shortPercentOfFloat,roe,score
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,diagnostics-research,31596017664,4.47,2.066,1.468,7.000000000000001,52.3,24.66,17.04,1.98,0,0.91,-3.6,18.26,1.83,19.33,10
AA,Alcoa Corporation,Basic Materials,Aluminum,aluminum,16909488128,1.32,1.439,0.754,-1.1,17.86,14.67,11.41,1.33,0,0.61,6.4,9.02,3.04,18.91,10
AAL,American Airlines Group Inc.,Industrials,Airlines,airlines,6890278400,0.13,0.498,0.349,2.5,22.74,61.38,3.8,0.1,0,0.0,-83.1,0.2,7.62,-2.98,8
AAMI,Acadian Asset Management Inc.,Financial Services,Asset Management,asset-management,1801131776,3.2,1.44,1.331,2.6,42.52,22.81,9.21,1.79,0,0.8,-14.8,14.19,7.75,132.01,10
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,communication-equipment,7230366208,15.87,2.626,1.751,33.900000000000006,30.04,0.0,30.07,7.34,0,0.0,0.0,-8.39,14.499999999999998,-5.21,2
AAON,"AAON, Inc.",Industrials,Building Products & Equipment,building-products-equipment,6982569472,4.84,2.627,1.78,16.8,26.75,66.31,28.88,2.95,0,0.46,-68.60000000000001,7.46,14.47,12.02,6
AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Auto Parts,auto-parts,3104765952,0.36,1.746,0.839,-1.2,43.87,45.72,13.21,0.37,0,1.9,0.0,0.51,29.49,2.0,6
AAPG,unknown,Healthcare,Biotechnology,biotechnology,2151656960,5.51,1.54,1.404,-71.6,90.87,0.0,-47.84,9.45,0,0.0,0.0,-296.77,0.0,-153.46,2
AAPL,Apple Inc.,Technology,Consumer Electronics,consumer-electronics,3728937320448,8.56,0.974,0.845,15.7,47.32,32.11,27.29,3.8,0,0.41,18.3,27.04,0.88,151.91,8
AAT,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,reit-diversified,1449053824,3.36,3.074,2.931,-2.9000000000000004,62.32,20.3,25.94,3.45,0,7.21,-65.10000000000001,12.88,21.97,6.2,8
AB,AllianceBernstein Holding L.P.,Financial Services,Asset Management,asset-management,3564197632,10.71,0.0,0.0,0.0,100.0,13.0,9.59,0.0,0,8.9,-3.5000000000000004,90.11,0.33,24.21,10
ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,drug-manufacturers-general,393205415936,6.43,0.671,0.412,10.0,71.61999999999999,93.83,13.8,1.64,0,3.07,0.0,6.909999999999999,1.23,-129.24,6
ABCB,Ameris Bancorp,Financial Services,Banks - Regional,banks-regional,5100408832,4.48,0.0,0.0,3.0,0.0,12.44,10.77,4.35,0,1.06,16.900000000000002,36.2,3.83,10.11,10
ABCL,AbCellera Biologics Inc.,Healthcare,Biotechnology,biotechnology,1048935296,13.96,11.324,10.074,788.1999999999999,-148.67999999999998,0.0,-4.49,-238.95,0,0.0,0.0,-194.88,21.88,-15.14,2
ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,biotechnology,260660432,651.65,9.744,9.411,0.0,0.0,3.98,-11.73,0.0,0,0.0,0.0,20587.5,25.68,-144.75,14
ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,beverages-brewers,45850107904,0.52,0.962,0.664,-8.200000000000001,51.42,15.26,13.68,0.56,0,10.83,-10.1,17.57,0.0,17.63,10
ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,auto-truck-dealerships,3836302592,0.21,0.95,0.183,3.8,17.07,7.85,6.68,0.17,0,0.0,-52.400000000000006,2.73,8.67,12.64,14
ABL,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
ABLLL,"Abacus Life, Inc. 9.875% Fixed Rate Senior Notes due 2028",unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,-5.65,2
ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,specialty-business-services,2293540352,0.26,1.5,1.346,6.1,13.11,15.11,9.01,0.21,0,3.0,-7.199999999999999,1.78,5.4,9.09,12
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,travel-services,76180242432,6.22,1.377,0.821,12.0,82.96,31.45,21.89,0.93,0,0.0,-23.7,20.51,3.67,30.63,12
ABR,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,reit-mortgage,1641044608,3.01,2.523,2.43,-4.5,83.89999999999999,13.83,7.77,3.14,0,15.31,-76.5,27.28,28.71,6.41,10
ABSI,Absci Corporation,Healthcare,Biotechnology,biotechnology,352621248,125.27,5.89,5.166,-77.8,0.0,0.0,-3.33,222.72,0,0.0,0.0,0.0,30.1,-57.56,2
ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,biotechnology,822185216,56.29,18.797,18.308,-60.5,-98.86,0.0,-25.62,90.35,0,0.0,0.0,-289.45,10.88,-71.81,2
ABVX,ABIVAX Soci̩t̩ Anonyme,Healthcare,Biotechnology,biotechnology,9211960320,1734.51,7.863,7.737,-52.7,100.0,0.0,-35.35,2648.59,0,0.0,0.0,0.0,4.89,-434.26,2
AC,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction,engineering-construction,5141880320,1.78,2.197,1.256,7.6,22.45,24.73,19.54,1.28,0,0.19,0.0,7.23,2.58,7.89,10
ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,biotechnology,3586354176,3.35,3.833,3.493,9.4,61.01,9.15,23.25,1.18,0,0.0,86.2,36.49,8.68,31.86,14
ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,business-equipment-supplies,306012192,0.2,1.613,0.911,-4.3,32.79,8.08,3.55,0.21,0,8.82,6.2,2.71,6.279999999999999,-16.76,12
ACDC,ProFrac Holding Corp.,Energy,Oil & Gas Equipment & Services,oil-gas-equipment-services,1108740352,0.57,0.809,0.518,-4.0,25.09,0.0,-6.28,0.59,0,0.0,0.0,-19.0,16.68,-21.36,2
ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,gambling,947738496,0.71,2.609,2.436,7.5,31.35,18.98,12.3,0.45,0,0.0,109.3,3.87,2.81,19.09,12
ACGL,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,insurance-diversified,34257274880,1.72,1.077,0.498,8.5,37.16,8.14,9.34,0.99,0,0.0,38.8,22.07,1.81,18.82,14
ACGLN,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,insurance-diversified,0,0.0,1.077,0.498,8.5,37.16,3.62,0.0,0.0,0,6.61,38.8,22.07,0.0,18.82,16
ACGLO,Arch Capital Group Ltd.,Financial Services,Insurance - Diversified,insurance-diversified,11772567552,0.59,1.077,0.498,8.5,37.16,4.3,0.0,0.34,0,6.65,38.8,22.07,0.0,18.82,16
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,medical-care-facilities,2225992192,0.67,1.55,1.292,6.1,41.48,0.0,14.4,0.37,0,0.0,0.0,-33.29,34.69,-56.58,4
ACHR,Archer Aviation Inc.,Industrials,Aerospace & Defense,aerospace-defense,4536794624,15122.65,19.886,18.883,0.0,0.0,0.0,-5.92,0.0,0,0.0,0.0,0.0,13.1,-71.33,2
ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,grocery-stores,9357453312,0.11,0.908,0.157,1.9,27.12,11.06,7.41,0.08,0,3.56,-20.3,1.0699999999999998,11.94,28.31,12
ACIC,American Coastal Insurance Corporation,Financial Services,Insurance - Property & Casualty,insurance-property-casualty,549097344,1.64,1.051,0.488,-23.5,57.11000000000001,6.51,7.29,2.02,0,0.0,0.0,31.85,4.64,32.13,12
ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,software-infrastructure,4086408448,2.32,1.543,0.91,6.3,48.99,18.35,10.47,1.11,0,0.0,-33.300000000000004,12.88,5.43,14.92,12
ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,semiconductor-equipment-materials,2599119104,3.1,4.772,2.746,-5.6000000000000005,44.91,22.27,18.75,3.27,0,0.0,-28.3,14.330000000000002,17.73,11.62,8
ACLX,"Arcellx, Inc.",Healthcare,Biotechnology,biotechnology,6689505792,300.17,4.435,4.322,-89.2,0.0,0.0,-71.6,567.91,0,0.0,0.0,0.0,13.39,-56.9,2
ACM,AECOM,Industrials,Engineering & Construction,engineering-construction,11674763264,0.73,1.104,0.982,-4.6,7.7,19.98,13.63,0.77,0,1.27,-55.3,2.94,4.12,22.54,10
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,semiconductor-equipment-materials,3041544448,3.37,3.268,2.296,9.4,44.39,33.78,20.3,1.7,0,0.0,-77.7,10.44,5.8500000000000005,6.42,10
ACNB,ACNB Corporation,Financial Services,Banks - Regional,banks-regional,485411040,3.31,0.0,0.0,37.6,0.0,12.98,9.04,2.06,0,3.27,35.0,25.26,1.16,10.5,10
ACT,"Enact Holdings, Inc.",Financial Services,Insurance - Specialty,insurance-specialty,5861024768,4.74,1.025,0.941,3.6,73.6,8.98,8.04,1.21,0,2.07,15.5,54.56,17.94,12.59,14
ACTG,Acacia Research Corporation,Industrials,Business Equipment & Supplies,business-equipment-supplies,463492096,1.62,9.178,7.895,2.6,29.62,80.08,-9.07,1.11,0,0.0,0.0,7.6,5.390000000000001,-7.0,6
ACVA,ACV Auctions Inc.,Consumer Cyclical,Auto & Truck Dealerships,auto-truck-dealerships,851227456,1.12,1.6,1.543,15.1,27.37,0.0,14.65,0.69,0,0.0,0.0,-8.709999999999999,6.2,-15.39,6
ADAP,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
ADBE,Adobe Inc.,Technology,Software - Application,software-application,103741562880,4.24,0.912,0.789,12.0,89.4,15.13,9.59,0.4,0,0.0,11.1,29.48,3.91,61.34,14
ADBE,Adobe Inc.,Technology,Software - Application,software-application,103782612992,4.24,0.912,0.789,12.0,89.4,15.14,9.6,0.4,0,0.0,11.1,29.48,3.91,61.34,14
ADC,Agree Realty Corporation,Real Estate,REIT - Retail,reit-retail,9604794368,13.37,0.341,0.331,18.5,87.72999999999999,45.08,38.88,1.34,0,3.9,14.000000000000002,28.44,14.62,3.35,10
ADEA,Adeia Inc.,Technology,Software - Application,software-application,2504498176,5.65,3.81,3.7,53.3,100.0,23.1,15.28,0.0,0,0.87,106.7,25.05,6.239999999999999,23.11,18
ADI,"Analog Devices, Inc.",Technology,Semiconductors,semiconductors,149893316608,12.75,1.756,1.249,30.4,62.84,56.13,23.75,3.3,0,1.32,116.7,23.02,1.93,6.7,6
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,farm-products,34990592000,0.44,1.365,0.287,-13.7,6.2700000000000005,32.61,15.24,0.5,0,2.87,-19.7,1.34,3.51,4.74,8
ADMA,"ADMA Biologics, Inc.",Healthcare,Biotechnology,biotechnology,3552143872,6.96,6.708,3.538,18.4,57.38,24.86,10.81,2.42,0,0.0,-52.8,28.8,9.87,30.78,8
ADNT,Adient plc,Consumer Cyclical,Auto Parts,auto-parts,1562450560,0.11,1.09,0.694,4.3,6.74,0.0,6.12,0.09,0,0.0,0.0,-2.06,8.58,-15.91,4
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,software-application,83890757632,3.95,1.032,0.081,6.2,48.35,19.93,17.34,1.92,0,3.28,11.5,19.96,2.92,65.93,12
ADPT,Adaptive Biotechnologies Corporation,Healthcare,Biotechnology,biotechnology,1977123328,7.14,3.339,3.101,51.0,74.24,0.0,-47.56,0.9,0,0.0,0.0,-21.48,7.359999999999999,-27.19,12
ADSE,ADS-TEC Energy PLC,Industrials,Electrical Equipment & Parts,electrical-equipment-parts,652329536,14.38,1.894,0.886,-81.6,-6.41,0.0,13.16,26.11,0,0.0,0.0,-148.94,0.35,228.83,2
ADSK,"Autodesk, Inc.",Technology,Software - Application,software-application,52791181312,7.33,0.851,0.695,19.4,92.33,47.7,17.68,0.45,0,0.0,6.3,15.6,2.98,36.91,10
ADT,ADT Inc.,Industrials,Security & Protection Services,security-protection-services,5261081600,1.03,0.933,0.598,1.2,80.83,9.43,6.68,0.19,0,3.45,-17.0,11.62,9.47,15.77,14
ADTN,"ADTRAN Holdings, Inc.",Technology,Communication Equipment,communication-equipment,798530496,0.74,1.755,0.876,20.1,38.29,0.0,13.06,0.36,0,0.0,0.0,-4.21,9.34,-31.31,8
ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,medical-care-facilities,1833262592,1.29,1.803,1.631,25.6,32.47,18.97,13.3,0.65,0,0.0,52.1,6.74,6.25,8.84,16
ADV,Advantage Solutions Inc.,Communication Services,Advertising Agencies,advertising-agencies,248250832,0.07,2.248,1.932,4.5,13.95,0.0,2.61,0.06,0,0.0,0.0,-6.43,7.399999999999999,-41.11,4
AEE,Ameren Corporation,Utilities,Utilities - Regulated Electric,utilities-regulated-electric,30937430016,3.65,0.658,0.307,-8.799999999999999,49.24,20.92,19.3,3.97,0,2.73,19.5,17.19,3.61,10.86,8
AEF,"abrdn Emerging Markets ex-China Fund, Inc.",Financial Services,Asset Management,asset-management,302886624,46.73,0.013,0.012,-2.3,100.0,3.26,0.0,47.8,0,9.43,3754.6,1474.25,0.0,30.84,14
AEG,Aegon Ltd.,Financial Services,Insurance - Diversified,insurance-diversified,10368354304,2.75,102.072,14.108,0.0,38.59,7.6,16.61,0.0,0,6.82,-46.2,26.0,0.13,7.49,12
AEIS,"Advanced Energy Industries, Inc.",Industrials,Electrical Equipment & Parts,electrical-equipment-parts,11518393344,6.4,1.588,1.127,17.8,38.48,78.64,29.02,3.24,0,0.13,1.0,8.25,9.83,10.89,6
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,gold,105329803264,8.85,2.02,1.247,60.3,71.87,23.76,16.24,0.99,0,0.82,200.3,37.47,1.1900000000000002,18.03,18
AENT,Alliance Entertainment Holding Corporation,Communication Services,Entertainment,entertainment,371474112,0.35,1.348,0.754,-6.3,14.04,16.95,10.72,0.37,0,0.0,29.7,2.06,13.58,14.61,10
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,apparel-retail,3036824320,0.55,1.518,0.575,9.7,36.85,16.44,9.0,0.32,0,2.85,-7.000000000000001,3.49,15.3,,12
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,utilities-regulated-electric,72248279040,3.3,0.455,0.253,13.2,47.52,20.06,19.47,1.5,0,2.87,-12.6,16.36,3.46,11.5,12
AER,AerCap Holdings N.V.,Industrials,Rental & Leasing Services,rental-leasing-services,23071371264,2.71,1.342,0.922,8.3,61.31,6.36,8.36,0.96,0,1.2,6.6000000000000005,44.04,0.69,20.47,14
AES,The AES Corporation,Utilities,Utilities - Diversified,utilities-diversified,10136150016,0.83,0.766,0.39,4.7,18.4,10.86,5.96,0.64,0,4.95,-31.7,7.439999999999999,2.89,22.4,12
AESI,Atlas Energy Solutions Inc.,Energy,Oil & Gas Equipment & Services,oil-gas-equipment-services,1650103936,1.51,1.457,1.049,-8.1,28.38,0.0,91.66,1.63,0,7.41,0.0,-4.590000000000001,16.21,-4.16,2
AEVA,"Aeva Technologies, Inc.",Technology,Software - Infrastructure,software-infrastructure,910360832,50.35,4.28,3.492,108.5,-3.65,0.0,-9.95,-4.44,0,0.0,0.0,0.0,30.620000000000005,,2
AFG,"American Financial Group, Inc.",Financial Services,Insurance - Property & Casualty,insurance-property-casualty,10718060544,1.35,2.271,0.94,-3.4000000000000004,18.81,12.76,10.69,1.4,0,2.75,18.2,10.6,2.88,17.47,10
AFGB,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AFGC,"American Financial Group, Inc.",unknown,unknown,unknown,18444148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AFGD,"American Financial Group, Inc.",unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AFGE,"American Financial Group, Inc.",unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AFL,Aflac Incorporated,Financial Services,Insurance - Life,insurance-life,56485601280,3.29,1.07,0.953,-9.9,46.64,16.04,14.08,3.62,0,2.23,-22.9,21.24,1.61,12.36,10
AFRM,"Affirm Holdings, Inc.",Financial Services,Credit Services,credit-services,15835247616,4.26,13.846,10.207,29.6,47.78,58.69,12.46,1.57,0,0.0,59.3,7.6,6.11,1.7,12
AFYA,Afya Limited,Consumer Defensive,Education & Training Services,education-training-services,1288608256,0.35,0.979,0.952,10.4,64.98,9.21,6.8,0.11,0,1.72,29.8,20.08,3.11,14.79,16
AG,First Majestic Silver Corp.,Basic Materials,Silver,silver,11248460800,8.95,2.598,2.387,169.2,55.15,67.09,20.83,-2.78,0,0.09,0.0,13.12,0.0,5.97,16
AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,8819013632,0.87,1.393,0.521,1.1,25.46,12.12,14.52,0.64,0,0.97,0.0,7.21,5.7700000000000005,17.0,12
AGI,Alamos Gold Inc.,Basic Materials,Gold,gold,19640473600,10.86,2.001,1.281,53.1,66.84,22.19,14.31,1.69,0,0.24,396.3,48.97,0.0,19.92,18
AGIO,"Agios Pharmaceuticals, Inc.",Healthcare,Biotechnology,biotechnology,1603081856,29.67,11.46,10.525,86.1,0.0,0.0,-5.64,4.12,0,0.0,0.0,0.0,10.73,-34.6,2
AGL,"agilon health, inc.",Healthcare,Medical Care Facilities,medical-care-facilities,245353984,0.04,1.019,0.923,3.1,-2.7,0.0,-3.32,0.04,0,0.0,0.0,-6.6000000000000005,9.52,-308.79,2
AGM,Federal Agricultural Mortgage Corporation,Financial Services,Credit Services,credit-services,1649446912,4.43,1.546,1.529,-5.800000000000001,100.0,9.14,7.3,4.69,0,4.02,-19.7,55.71,0.0,17.13,12
AGNC,AGNC Investment Corp.,Real Estate,REIT - Mortgage,reit-mortgage,11492408320,6.4,0.183,0.17,546.1,100.0,7.05,6.91,-0.0,0,13.87,772.4,92.93,7.81,16.02,22
AGNCL,AGNC Investment Corp.,Real Estate,REIT - Mortgage,reit-mortgage,0,0.0,0.183,0.17,546.1,100.0,0.0,0.0,0.0,0,7.69,772.4,92.93,0.0,16.02,12
AGNCM,AGNC Investment Corp.,Real Estate,REIT - Mortgage,reit-mortgage,8867822592,4.93,0.183,0.17,546.1,100.0,0.0,0.0,-0.0,0,8.95,772.4,92.93,0.0,16.02,12
AGNCN,AGNC Investment Corp.,Real Estate,REIT - Mortgage,reit-mortgage,8794131456,4.89,0.183,0.17,546.1,100.0,0.0,0.0,-0.0,0,9.46,772.4,92.93,0.0,16.02,12
AGNCO,AGNC Investment Corp.,Real Estate,REIT - Mortgage,reit-mortgage,0,0.0,0.183,0.17,546.1,100.0,0.0,0.0,0.0,0,9.41,772.4,92.93,0.0,16.02,12
AGNCP,AGNC Investment Corp.,Real Estate,REIT - Mortgage,reit-mortgage,0,0.0,0.183,0.17,546.1,100.0,0.0,0.0,0.0,0,8.54,772.4,92.93,0.0,16.02,12
AGO,Assured Guaranty Ltd.,Financial Services,Insurance - Specialty,insurance-specialty,3841348608,4.62,0.952,0.925,-37.4,90.62,8.12,10.4,6.34,0,1.83,642.4000000000001,60.46,5.1,8.88,12
AGRO,Adecoagro S.A.,Consumer Defensive,Farm Products,farm-products,1538439936,1.11,2.8,1.169,-35.5,18.63,47.28,7.97,1.5,0,3.3,-65.60000000000001,1.69,1.35,6.74,6
AGS,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AGX,"Argan, Inc.",Industrials,Engineering & Construction,engineering-construction,6330089984,6.92,1.609,1.572,-2.3,19.040000000000003,53.68,47.73,7.08,0,0.44,8.5,13.11,4.55,24.29,6
AGYS,"Agilysys, Inc.",Technology,Software - Application,software-application,1927523072,6.21,1.307,1.167,15.6,61.66,64.09,31.54,2.01,0,0.0,152.8,9.79,7.180000000000001,8.73,8
AHCO,AdaptHealth Corp.,Healthcare,Medical Devices,medical-devices,1404000000,0.43,1.023,0.711,-1.2,20.89,0.0,8.3,0.44,0,0.0,0.0,-2.18,7.07,-4.66,2
AHG,Akso Health Group,Healthcare,Medical Distribution,medical-distribution,2030388864,136.8,1.53,1.19,0.8999999999999999,1.0,0.0,0.0,134.21,0,0.0,0.0,0.0,0.0,-67.79,2
AHH,Armada Hoffler Properties Inc,Real Estate,REIT - Diversified,reit-diversified,647902656,2.29,0.785,0.323,-47.0,67.46,28.41,23.15,3.36,0,0.09,0.0,1.98,4.75,1.23,8
AHL,Aspen Insurance Holdings Ltd,Financial Services,Insurance - Property & Casualty,insurance-property-casualty,3443938816,1.08,0.782,0.349,1.6,35.02,5.51,7.52,0.69,0,0.0,157.20000000000002,14.22,11.52,20.24,14
AHR,"American Healthcare REIT, Inc.",Real Estate,REIT - Healthcare Facilities,reit-healthcare-facilities,9865858048,4.37,0.938,0.721,11.9,18.3,124.93,56.83,3.14,0,1.92,0.0,3.09,11.86,2.1,4
AI,"C3.ai, Inc.",Technology,Software - Infrastructure,software-infrastructure,1249185408,4.06,6.581,6.268,-46.1,43.45,0.0,-10.57,5.94,0,0.0,0.0,-141.35,33.19,-34.44,2
AIFU,AIFU Inc.,Financial Services,Insurance Brokers,insurance-brokers,231776112,0.19,3.722,3.681,-73.5,41.57,0.17,3.7,0.33,0,0.0,0.0,-1.44,0.01,17.87,14
AIG,"American International Group, Inc.",Financial Services,Insurance - Diversified,insurance-diversified,41798258688,1.57,0.622,0.222,-7.199999999999999,34.11,14.27,8.75,1.68,0,2.35,-5.6000000000000005,11.63,1.93,7.53,10
AIN,Albany International Corp.,Consumer Cyclical,Textile Manufacturing,textile-manufacturing,1534505344,1.3,2.1,0.982,12.0,20.64,0.0,18.38,0.91,0,2.05,-14.9,-4.8500000000000005,3.24,-7.9,6
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund,Financial Services,Asset Management,asset-management,751616768,0.0,0.0,0.0,0.0,0.0,5.17,0.0,0.0,0,8.22,0.0,0.0,0.0,20.0,12
AIOT,"PowerFleet, Inc.",Technology,Software - Infrastructure,software-infrastructure,419210240,0.97,1.094,0.859,6.6000000000000005,54.63,0.0,16.23,0.41,0,0.0,0.0,-7.000000000000001,10.47,-11.42,4
AIP,"Arteris, Inc.",Technology,Semiconductors,semiconductors,680872256,9.65,1.126,1.034,30.0,90.23,0.0,144.92,0.66,0,0.0,0.0,-49.23,4.46,237.47,8
AIR,AAR Corp.,Industrials,Aerospace & Defense,aerospace-defense,4011868928,1.35,2.845,1.06,15.9,19.29,39.6,18.42,0.92,0,0.0,0.0,3.17,3.05,1.03,12
AIT,"Applied Industrial Technologies, Inc.",Industrials,Industrial Distribution,industrial-distribution,9587893248,2.02,3.677,2.372,8.4,30.39,24.21,21.89,1.29,0,0.78,5.0,8.49,2.97,21.31,10
AIV,Apartment Investment and Management Company,Real Estate,REIT - Residential,reit-residential,606572416,4.38,1.52,1.095,-3.9,52.23,22.16,-9.36,4.55,0,0.0,0.0,400.05,3.35,153.1,8
AIZ,"Assurant, Inc.",Financial Services,Insurance - Property & Casualty,insurance-property-casualty,10885630976,0.85,0.405,0.15,7.9,11.89,12.85,9.77,0.69,0,1.56,15.1,6.81,2.6,14.86,12
AIZN,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,insurance-brokers,52801912832,4.06,1.056,0.202,36.7,42.16,35.78,13.77,1.49,0,1.37,-48.3,11.48,2.39,6.41,16
AKAM,"Akamai Technologies, Inc.",Technology,Software - Infrastructure,software-infrastructure,15503028224,3.68,2.363,2.047,7.399999999999999,58.95,34.85,14.08,1.4,0,0.0,-37.4,10.74,13.37,9.08,10
AKBA,"Akebia Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,381727904,1.62,1.552,1.423,23.9,82.92,0.0,-15.0,0.21,0,0.0,0.0,-2.26,11.2,-16.39,8
AKR,Acadia Realty Trust,Real Estate,REIT - Retail,reit-retail,2868186368,7.11,0.786,0.305,15.0,69.38,202.4,73.16,1.85,0,3.91,-44.1,4.19,26.18,0.76,6
AKRO,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
AL,Air Lease Corporation,Industrials,Rental & Leasing Services,rental-leasing-services,7234685952,2.4,0.264,0.2,15.1,59.43000000000001,6.95,7.57,0.83,0,1.36,80.9,36.09,3.88,12.85,16
ALAB,"Astera Labs, Inc.",Technology,Semiconductors,semiconductors,20415526912,23.95,10.238,9.561,91.8,75.69,98.31,34.05,0.48,0,0.0,83.6,25.7,8.53,16.07,14
ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,specialty-chemicals,18773061632,3.65,2.229,1.325,15.9,13.1,0.0,18.34,2.67,0,0.99,0.0,-9.93,12.69,-7.0,2
ALC,Alcon Inc.,Healthcare,Medical Instruments & Supplies,medical-instruments-supplies,38586888192,3.71,2.115,1.281,8.6,55.67,38.99,19.74,1.5,0,0.42,-22.2,9.42,0.0,4.45,10
ALE,unknown,unknown,unknown,unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2
ALEX,"Alexander & Baldwin, Inc.",Real Estate,REIT - Retail,reit-retail,1518725120,7.07,0.693,0.481,-17.599999999999998,48.56,23.42,34.16,8.31,0,4.92,-69.69999999999999,30.09,3.34,6.55,8
ALG,Alamo Group Inc.,Industrials,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,2055803008,1.28,4.571,2.762,-3.0,24.81,19.74,14.73,1.32,0,0.73,-45.0,6.47,6.59,9.04,10
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,semiconductors,5753281024,6.85,3.652,1.806,28.9,45.13,0.0,32.96,2.67,0,0.0,0.0,-1.5699999999999998,10.489999999999998,-7.85,2
ALGN,"Align Technology, Inc.",Healthcare,Medical Instruments & Supplies,medical-instruments-supplies,11728254976,2.91,1.363,1.173,5.3,69.8,28.98,13.33,0.83,0,0.0,35.6,10.17,4.31,10.13,10
ALGT,Allegiant Travel Company,Industrials,Airlines,airlines,1394901248,0.54,0.95,0.847,4.5,22.46,0.0,7.24,0.4,0,0.0,0.0,-1.72,22.33,-4.25,4
ALHC,"Alignment Healthcare, Inc.",Healthcare,Healthcare Plans,healthcare-plans,3487341056,0.88,1.709,1.663,44.4,12.37,0.0,24.21,0.43,0,0.0,0.0,-0.02,11.81,-0.4,0
ALIT,"Alight, Inc.",Technology,Software - Application,software-application,511462048,0.23,1.307,0.864,-4.0,38.73,0.0,2.66,0.24,0,16.84,0.0,-136.91,7.91,-296.65,2
